year,bpld,agg educd,perwt
2007,austria,BA or More,275.0
2007,austria,Some College,60.0
2007,bulgaria,BA or More,928.0
2007,bulgaria,HS,89.0
2007,bulgaria,Some College,347.0
2007,slovakia,BA or More,402.0
2007,slovakia,HS,89.0
2007,slovakia,Some College,53.0
2007,czech republic,BA or More,322.0
2007,czech republic,HS,86.0
2007,germany,BA or More,3946.0
2007,germany,HS,1120.0
2007,germany,Less than HS,41.0
2007,germany,Some College,399.0
2007,hungary,BA or More,412.0
2007,hungary,HS,206.0
2007,hungary,Some College,118.0
2007,poland,BA or More,1094.0
2007,poland,HS,185.0
2007,poland,Less than HS,247.0
2007,poland,Some College,271.0
2007,romania,BA or More,1152.0
2007,romania,HS,79.0
2007,romania,Some College,956.0
2007,yugoslavia,HS,162.0
2007,yugoslavia,Some College,59.0
2007,croatia,BA or More,138.0
2007,bosnia,BA or More,83.0
2007,bosnia,Some College,179.0
2007,latvia,BA or More,58.0
2007,latvia,HS,621.0
2007,latvia,Some College,175.0
2007,lithuania,BA or More,360.0
2007,lithuania,HS,64.0
2007,lithuania,Less than HS,69.0
2007,lithuania,Some College,365.0
2007,other ussr/russia,BA or More,5495.0
2007,other ussr/russia,HS,1201.0
2007,other ussr/russia,Some College,2087.0
2007,byelorussia,BA or More,60.0
2007,byelorussia,Less than HS,95.0
2007,byelorussia,Some College,383.0
2007,moldavia,BA or More,225.0
2007,moldavia,HS,557.0
2007,moldavia,Some College,281.0
2007,ukraine,BA or More,1695.0
2007,ukraine,HS,1588.0
2007,ukraine,Less than HS,293.0
2007,ukraine,Some College,1752.0
2007,armenia,BA or More,3156.0
2007,armenia,HS,2484.0
2007,armenia,Less than HS,257.0
2007,armenia,Some College,1908.0
2007,azerbaijan,BA or More,326.0
2007,azerbaijan,Some College,120.0
2007,republic of georgia,HS,580.0
2007,kazakhstan,BA or More,60.0
2007,kazakhstan,Some College,363.0
2007,uzbekistan,BA or More,85.0
2007,uzbekistan,HS,261.0
2007,uzbekistan,Less than HS,462.0
2007,uzbekistan,Some College,428.0
2007,"europe, ns",BA or More,371.0
2007,"europe, ns",Some College,92.0
2007,china,BA or More,16031.0
2007,china,HS,15531.0
2007,china,Less than HS,11656.0
2007,china,Some College,11911.0
2007,hong kong,BA or More,1831.0
2007,hong kong,HS,986.0
2007,hong kong,Less than HS,679.0
2007,hong kong,Some College,2154.0
2007,taiwan,BA or More,9515.0
2007,taiwan,HS,3201.0
2007,taiwan,Less than HS,772.0
2007,taiwan,Some College,3073.0
2007,japan,BA or More,11282.0
2007,japan,HS,4625.0
2007,japan,Less than HS,121.0
2007,japan,Some College,8247.0
2007,korea,BA or More,28529.0
2007,korea,HS,5959.0
2007,korea,Less than HS,1612.0
2007,korea,Some College,9541.0
2007,"east asia, ns",BA or More,1171.0
2007,"east asia, ns",HS,372.0
2007,"east asia, ns",Less than HS,46.0
2007,"east asia, ns",Some College,192.0
2007,cambodia (kampuchea),BA or More,462.0
2007,cambodia (kampuchea),HS,280.0
2007,cambodia (kampuchea),Less than HS,1357.0
2007,cambodia (kampuchea),Some College,1166.0
2007,indonesia,BA or More,2210.0
2007,indonesia,HS,1004.0
2007,indonesia,Less than HS,629.0
2007,indonesia,Some College,1303.0
2007,laos,BA or More,117.0
2007,laos,HS,829.0
2007,laos,Less than HS,1156.0
2007,laos,Some College,128.0
2007,malaysia,BA or More,1152.0
2007,malaysia,HS,653.0
2007,malaysia,Less than HS,261.0
2007,malaysia,Some College,286.0
2007,philippines,BA or More,51927.0
2007,philippines,HS,14971.0
2007,philippines,Less than HS,4932.0
2007,philippines,Some College,20382.0
2007,singapore,BA or More,653.0
2007,singapore,HS,220.0
2007,singapore,Some College,242.0
2007,thailand,BA or More,2948.0
2007,thailand,HS,1237.0
2007,thailand,Less than HS,1863.0
2007,thailand,Some College,1233.0
2007,vietnam,BA or More,3293.0
2007,vietnam,HS,11387.0
2007,vietnam,Less than HS,12163.0
2007,vietnam,Some College,7152.0
2007,afghanistan,BA or More,242.0
2007,afghanistan,HS,335.0
2007,afghanistan,Less than HS,763.0
2007,afghanistan,Some College,589.0
2007,india,BA or More,47295.0
2007,india,HS,4929.0
2007,india,Less than HS,5780.0
2007,india,Some College,5508.0
2007,bangladesh,BA or More,285.0
2007,bangladesh,HS,81.0
2007,bangladesh,Less than HS,274.0
2007,bangladesh,Some College,468.0
2007,burma (myanmar),BA or More,1157.0
2007,burma (myanmar),HS,604.0
2007,burma (myanmar),Less than HS,889.0
2007,burma (myanmar),Some College,716.0
2007,pakistan,BA or More,1822.0
2007,pakistan,HS,601.0
2007,pakistan,Less than HS,507.0
2007,pakistan,Some College,668.0
2007,sri lanka (ceylon),BA or More,401.0
2007,sri lanka (ceylon),HS,503.0
2007,sri lanka (ceylon),Less than HS,318.0
2007,sri lanka (ceylon),Some College,226.0
2007,iran,BA or More,6010.0
2007,iran,HS,3357.0
2007,iran,Less than HS,439.0
2007,iran,Some College,3940.0
2007,nepal,BA or More,1348.0
2007,nepal,HS,135.0
2007,nepal,Less than HS,129.0
2007,nepal,Some College,484.0
2007,iraq,BA or More,486.0
2007,iraq,Some College,90.0
2007,israel/palestine,BA or More,1558.0
2007,israel/palestine,HS,1768.0
2007,israel/palestine,Some College,624.0
2007,jordan,BA or More,334.0
2007,jordan,Less than HS,122.0
2007,jordan,Some College,1050.0
2007,kuwait,BA or More,309.0
2007,kuwait,HS,234.0
2007,lebanon,BA or More,627.0
2007,lebanon,HS,671.0
2007,lebanon,Less than HS,206.0
2007,lebanon,Some College,409.0
2007,saudi arabia,BA or More,336.0
2007,saudi arabia,HS,347.0
2007,saudi arabia,Some College,950.0
2007,syria,BA or More,376.0
2007,syria,HS,59.0
2007,syria,Less than HS,69.0
2007,syria,Some College,327.0
2007,turkey,BA or More,2971.0
2007,turkey,HS,803.0
2007,turkey,Some College,553.0
2007,yemen arab republic (north),HS,261.0
2007,yemen arab republic (north),Less than HS,155.0
2007,yemen arab republic (north),Some College,180.0
2007,"asia, nec/ns",BA or More,814.0
2007,"asia, nec/ns",HS,1098.0
2007,"asia, nec/ns",Less than HS,119.0
2007,"asia, nec/ns",Some College,432.0
2007,algeria,BA or More,489.0
2007,algeria,Some College,165.0
2007,egypt/united arab rep,BA or More,1694.0
2007,egypt/united arab rep,HS,1224.0
2007,egypt/united arab rep,Less than HS,150.0
2007,egypt/united arab rep,Some College,477.0
2007,morocco,BA or More,1504.0
2007,morocco,HS,126.0
2007,sudan,BA or More,198.0
2007,sudan,HS,357.0
2007,sudan,Some College,649.0
2007,"north africa, ns",BA or More,103.0
2007,"north africa, ns",Some College,98.0
2007,ghana,BA or More,358.0
2007,ghana,HS,74.0
2007,liberia,BA or More,146.0
2007,liberia,Less than HS,184.0
2007,nigeria,BA or More,1208.0
2007,nigeria,HS,772.0
2007,nigeria,Some College,1808.0
2007,senegal,Some College,71.0
2007,"western africa, ns",BA or More,122.0
2007,ethiopia,BA or More,300.0
2007,ethiopia,HS,1006.0
2007,ethiopia,Less than HS,598.0
2007,ethiopia,Some College,175.0
2007,kenya,HS,373.0
2007,kenya,Some College,972.0
2007,somalia,Less than HS,730.0
2007,somalia,Some College,419.0
2007,tanzania,BA or More,60.0
2007,tanzania,HS,167.0
2007,tanzania,Some College,198.0
2007,uganda,BA or More,58.0
2007,uganda,HS,82.0
2007,uganda,Some College,78.0
2007,zimbabwe,BA or More,219.0
2007,"eastern africa, nec/ns",HS,300.0
2007,eritrea,HS,448.0
2007,eritrea,Some College,127.0
2007,cameroon,BA or More,327.0
2007,cameroon,HS,216.0
2007,south africa (union of),BA or More,984.0
2007,south africa (union of),HS,646.0
2007,south africa (union of),Some College,1053.0
2007,"africa, ns/nec",BA or More,264.0
2007,"africa, ns/nec",HS,377.0
2007,"africa, ns/nec",Less than HS,261.0
2007,"africa, ns/nec",Some College,890.0
2007,australia,BA or More,2287.0
2007,australia,HS,345.0
2007,australia,Less than HS,66.0
2007,australia,Some College,1054.0
2007,new zealand,BA or More,702.0
2007,new zealand,HS,278.0
2007,new zealand,Less than HS,308.0
2007,new zealand,Some College,260.0
2007,fiji,BA or More,594.0
2007,fiji,HS,918.0
2007,fiji,Less than HS,945.0
2007,fiji,Some College,1333.0
2007,tonga,BA or More,67.0
2007,tonga,HS,472.0
2007,tonga,Less than HS,125.0
2007,tonga,Some College,40.0
2007,other n.e.c,BA or More,311.0
2007,other n.e.c,HS,143.0
2007,other n.e.c,Less than HS,215.0
2007,other n.e.c,Some College,140.0
2008,"samoa, 1940-1950",BA or More,80.0
2008,"samoa, 1940-1950",HS,123.0
2008,"samoa, 1940-1950",Less than HS,131.0
2008,canada,BA or More,8602.0
2008,canada,HS,1257.0
2008,canada,Less than HS,260.0
2008,canada,Some College,3233.0
2008,mexico,BA or More,20492.0
2008,mexico,HS,98406.0
2008,mexico,Less than HS,277291.0
2008,mexico,Some College,35422.0
2008,belize/british honduras,Less than HS,453.0
2008,belize/british honduras,Some College,149.0
2008,costa rica,BA or More,375.0
2008,costa rica,HS,92.0
2008,costa rica,Less than HS,159.0
2008,costa rica,Some College,191.0
2008,el salvador,BA or More,1659.0
2008,el salvador,HS,8576.0
2008,el salvador,Less than HS,21011.0
2008,el salvador,Some College,5997.0
2008,guatemala,BA or More,2870.0
2008,guatemala,HS,7876.0
2008,guatemala,Less than HS,26634.0
2008,guatemala,Some College,3676.0
2008,honduras,BA or More,322.0
2008,honduras,HS,2162.0
2008,honduras,Less than HS,5212.0
2008,honduras,Some College,2077.0
2008,nicaragua,BA or More,1508.0
2008,nicaragua,HS,146.0
2008,nicaragua,Less than HS,2017.0
2008,nicaragua,Some College,878.0
2008,panama,BA or More,397.0
2008,panama,HS,204.0
2008,panama,Some College,265.0
2008,cuba,BA or More,240.0
2008,cuba,HS,738.0
2008,cuba,Less than HS,281.0
2008,cuba,Some College,310.0
2008,dominican republic,BA or More,198.0
2008,dominican republic,HS,141.0
2008,dominican republic,Some College,104.0
2008,haiti,Less than HS,81.0
2008,jamaica,BA or More,149.0
2008,jamaica,HS,359.0
2008,jamaica,Less than HS,241.0
2008,jamaica,Some College,1005.0
2008,bahamas,HS,101.0
2008,bahamas,Some College,122.0
2008,grenada,BA or More,82.0
2008,trinidad and tobago,HS,183.0
2008,trinidad and tobago,Less than HS,68.0
2008,"caribbean, ns",Some College,66.0
2008,"west indies, ns",Some College,140.0
2008,"americas, ns",Some College,143.0
2008,argentina,BA or More,1824.0
2008,argentina,HS,416.0
2008,argentina,Less than HS,196.0
2008,argentina,Some College,589.0
2008,bolivia,BA or More,63.0
2008,bolivia,HS,399.0
2008,bolivia,Less than HS,67.0
2008,bolivia,Some College,251.0
2008,brazil,BA or More,3434.0
2008,brazil,HS,2417.0
2008,brazil,Less than HS,582.0
2008,brazil,Some College,1345.0
2008,chile,BA or More,640.0
2008,chile,HS,225.0
2008,chile,Less than HS,235.0
2008,chile,Some College,357.0
2008,colombia,BA or More,1065.0
2008,colombia,HS,375.0
2008,colombia,Less than HS,278.0
2008,colombia,Some College,1171.0
2008,ecuador,BA or More,755.0
2008,ecuador,HS,125.0
2008,ecuador,Less than HS,234.0
2008,ecuador,Some College,982.0
2008,peru,BA or More,2235.0
2008,peru,HS,1514.0
2008,peru,Less than HS,932.0
2008,peru,Some College,2180.0
2008,uruguay,Less than HS,64.0
2008,uruguay,Some College,64.0
2008,venezuela,BA or More,532.0
2008,venezuela,Less than HS,77.0
2008,venezuela,Some College,74.0
2008,"south america, ns",Some College,484.0
2008,denmark,BA or More,609.0
2008,denmark,Some College,116.0
2008,finland,BA or More,575.0
2008,finland,Less than HS,69.0
2008,finland,Some College,65.0
2008,iceland,BA or More,57.0
2008,iceland,Some College,314.0
2008,norway,BA or More,63.0
2008,sweden,BA or More,967.0
2008,sweden,HS,60.0
2008,sweden,Less than HS,63.0
2008,sweden,Some College,944.0
2008,england,BA or More,1637.0
2008,england,HS,302.0
2008,england,Less than HS,269.0
2008,england,Some College,1667.0
2008,scotland,BA or More,261.0
2008,scotland,Some College,107.0
2008,"united kingdom, ns",BA or More,2944.0
2008,"united kingdom, ns",HS,649.0
2008,"united kingdom, ns",Less than HS,123.0
2008,"united kingdom, ns",Some College,725.0
2008,ireland,BA or More,1228.0
2008,ireland,Some College,242.0
2008,northern ireland,BA or More,345.0
2008,northern ireland,Some College,84.0
2008,belgium,BA or More,798.0
2008,belgium,HS,71.0
2008,belgium,Some College,135.0
2008,france,BA or More,3559.0
2008,france,HS,407.0
2008,france,Less than HS,204.0
2008,france,Some College,374.0
2008,netherlands,BA or More,1151.0
2008,netherlands,HS,77.0
2008,netherlands,Less than HS,63.0
2008,netherlands,Some College,342.0
2008,switzerland,BA or More,479.0
2008,switzerland,HS,43.0
2008,switzerland,Some College,153.0
2008,albania,BA or More,226.0
2008,greece,BA or More,200.0
2008,macedonia,HS,90.0
2008,macedonia,Some College,212.0
2008,italy,BA or More,1890.0
2008,italy,HS,396.0
2008,italy,Less than HS,406.0
2008,italy,Some College,618.0
2008,portugal,BA or More,103.0
2008,portugal,Less than HS,103.0
2008,portugal,Some College,311.0
2008,azores,Some College,28.0
2008,spain,BA or More,1864.0
2008,spain,Less than HS,224.0
2008,spain,Some College,377.0
2008,austria,BA or More,603.0
2008,austria,HS,134.0
2008,austria,Some College,122.0
2008,bulgaria,BA or More,1124.0
2008,bulgaria,HS,115.0
2008,bulgaria,Some College,162.0
2008,czechoslovakia,BA or More,53.0
2008,czechoslovakia,HS,70.0
2008,slovakia,BA or More,201.0
2008,slovakia,Some College,56.0
2008,czech republic,BA or More,482.0
2008,czech republic,HS,653.0
2008,czech republic,Some College,160.0
2008,germany,BA or More,5208.0
2008,germany,HS,1465.0
2008,germany,Less than HS,131.0
2008,germany,Some College,2240.0
2008,hungary,BA or More,120.0
2008,hungary,Some College,181.0
2008,poland,BA or More,699.0
2008,poland,HS,659.0
2008,poland,Less than HS,166.0
2008,poland,Some College,57.0
2008,romania,BA or More,1027.0
2008,romania,HS,89.0
2008,romania,Less than HS,98.0
2008,romania,Some College,317.0
2008,yugoslavia,Some College,89.0
2008,croatia,Less than HS,180.0
2008,estonia,HS,388.0
2008,estonia,Some College,144.0
2008,lithuania,BA or More,101.0
2008,lithuania,HS,95.0
2008,lithuania,Some College,245.0
2008,other ussr/russia,BA or More,3747.0
2008,other ussr/russia,HS,779.0
2008,other ussr/russia,Less than HS,797.0
2008,other ussr/russia,Some College,1168.0
2008,byelorussia,BA or More,133.0
2008,byelorussia,Some College,424.0
2008,moldavia,BA or More,398.0
2008,moldavia,HS,265.0
2008,moldavia,Some College,144.0
2008,ukraine,BA or More,1877.0
2008,ukraine,HS,614.0
2008,ukraine,Less than HS,243.0
2008,ukraine,Some College,2472.0
2008,armenia,BA or More,1358.0
2008,armenia,HS,1289.0
2008,armenia,Less than HS,643.0
2008,armenia,Some College,1510.0
2008,azerbaijan,Some College,65.0
2008,republic of georgia,BA or More,276.0
2008,republic of georgia,HS,301.0
2008,kazakhstan,BA or More,519.0
2008,kazakhstan,HS,57.0
2008,kazakhstan,Some College,480.0
2008,uzbekistan,BA or More,533.0
2008,uzbekistan,HS,141.0
2008,uzbekistan,Some College,81.0
2008,"ussr, ns",BA or More,413.0
2008,china,BA or More,17619.0
2008,china,HS,11490.0
2008,china,Less than HS,8837.0
2008,china,Some College,11775.0
2008,hong kong,BA or More,3338.0
2008,hong kong,HS,385.0
2008,hong kong,Less than HS,365.0
2008,hong kong,Some College,2105.0
2008,taiwan,BA or More,9438.0
2008,taiwan,HS,1395.0
2008,taiwan,Less than HS,148.0
2008,taiwan,Some College,2960.0
2008,japan,BA or More,11816.0
2008,japan,HS,2673.0
2008,japan,Less than HS,204.0
2008,japan,Some College,5518.0
2008,korea,BA or More,21724.0
2008,korea,HS,5488.0
2008,korea,Less than HS,1803.0
2008,korea,Some College,9643.0
2008,"east asia, ns",BA or More,1167.0
2008,"east asia, ns",HS,114.0
2008,"east asia, ns",Some College,767.0
2008,cambodia (kampuchea),BA or More,860.0
2008,cambodia (kampuchea),HS,1696.0
2008,cambodia (kampuchea),Less than HS,1126.0
2008,cambodia (kampuchea),Some College,1133.0
2008,indonesia,BA or More,1413.0
2008,indonesia,HS,1061.0
2008,indonesia,Less than HS,380.0
2008,indonesia,Some College,2098.0
2008,laos,BA or More,258.0
2008,laos,HS,187.0
2008,laos,Less than HS,1224.0
2008,laos,Some College,564.0
2008,malaysia,BA or More,1415.0
2008,malaysia,HS,61.0
2008,malaysia,Less than HS,63.0
2008,malaysia,Some College,560.0
2008,philippines,BA or More,48475.0
2008,philippines,HS,10467.0
2008,philippines,Less than HS,3961.0
2008,philippines,Some College,25590.0
2008,singapore,BA or More,862.0
2008,singapore,HS,73.0
2008,singapore,Less than HS,103.0
2008,singapore,Some College,239.0
2008,thailand,BA or More,2902.0
2008,thailand,HS,554.0
2008,thailand,Less than HS,2107.0
2008,thailand,Some College,1560.0
2008,vietnam,BA or More,3223.0
2008,vietnam,HS,9946.0
2008,vietnam,Less than HS,14050.0
2008,vietnam,Some College,8814.0
2008,afghanistan,BA or More,796.0
2008,afghanistan,HS,755.0
2008,afghanistan,Less than HS,58.0
2008,afghanistan,Some College,277.0
2008,india,BA or More,53151.0
2008,india,HS,6792.0
2008,india,Less than HS,10810.0
2008,india,Some College,6380.0
2008,bangladesh,BA or More,70.0
2008,bangladesh,HS,63.0
2008,bangladesh,Less than HS,202.0
2008,bangladesh,Some College,242.0
2008,burma (myanmar),BA or More,453.0
2008,burma (myanmar),HS,438.0
2008,burma (myanmar),Less than HS,742.0
2008,burma (myanmar),Some College,2199.0
2008,pakistan,BA or More,1901.0
2008,pakistan,HS,436.0
2008,pakistan,Less than HS,682.0
2008,pakistan,Some College,420.0
2008,sri lanka (ceylon),BA or More,357.0
2008,sri lanka (ceylon),HS,370.0
2008,sri lanka (ceylon),Less than HS,59.0
2008,sri lanka (ceylon),Some College,931.0
2008,iran,BA or More,3946.0
2008,iran,HS,6119.0
2008,iran,Less than HS,3335.0
2008,iran,Some College,5776.0
2008,nepal,BA or More,507.0
2008,nepal,HS,429.0
2008,nepal,Less than HS,195.0
2008,nepal,Some College,123.0
2008,iraq,BA or More,1293.0
2008,iraq,HS,1349.0
2008,iraq,Less than HS,689.0
2008,iraq,Some College,606.0
2008,israel/palestine,BA or More,1928.0
2008,israel/palestine,HS,1220.0
2008,israel/palestine,Some College,1092.0
2008,jordan,BA or More,660.0
2008,jordan,HS,196.0
2008,jordan,Less than HS,172.0
2008,jordan,Some College,824.0
2008,kuwait,BA or More,242.0
2008,lebanon,BA or More,680.0
2008,lebanon,HS,373.0
2008,lebanon,Less than HS,139.0
2008,lebanon,Some College,382.0
2008,saudi arabia,BA or More,798.0
2008,saudi arabia,Some College,278.0
2008,syria,BA or More,577.0
2008,syria,Some College,257.0
2008,turkey,BA or More,1312.0
2008,turkey,HS,87.0
2008,turkey,Some College,69.0
2008,yemen arab republic (north),HS,57.0
2008,yemen arab republic (north),Less than HS,352.0
2008,yemen arab republic (north),Some College,83.0
2008,"asia, nec/ns",BA or More,1828.0
2008,"asia, nec/ns",HS,559.0
2008,"asia, nec/ns",Less than HS,520.0
2008,"asia, nec/ns",Some College,647.0
2008,algeria,BA or More,63.0
2008,algeria,Some College,69.0
2008,egypt/united arab rep,BA or More,1618.0
2008,egypt/united arab rep,HS,1006.0
2008,egypt/united arab rep,Some College,291.0
2008,morocco,BA or More,551.0
2008,morocco,HS,101.0
2008,morocco,Some College,63.0
2008,sudan,BA or More,88.0
2008,sudan,HS,88.0
2008,sudan,Some College,299.0
2008,"north africa, ns",BA or More,253.0
2008,ghana,BA or More,112.0
2008,ghana,HS,96.0
2008,ghana,Some College,255.0
2008,guinea,HS,69.0
2008,nigeria,BA or More,1311.0
2008,nigeria,HS,881.0
2008,nigeria,Less than HS,202.0
2008,nigeria,Some College,210.0
2008,senegal,BA or More,353.0
2008,senegal,HS,98.0
2008,senegal,Some College,492.0
2008,sierra leone,Some College,226.0
2008,"western africa, ns",Some College,429.0
2008,ethiopia,BA or More,277.0
2008,ethiopia,HS,1108.0
2008,ethiopia,Less than HS,311.0
2008,ethiopia,Some College,1249.0
2008,kenya,BA or More,219.0
2008,kenya,HS,1094.0
2008,kenya,Less than HS,390.0
2008,kenya,Some College,1145.0
2008,somalia,HS,238.0
2008,somalia,Less than HS,143.0
2008,tanzania,HS,71.0
2008,tanzania,Less than HS,62.0
2008,tanzania,Some College,62.0
2008,uganda,HS,316.0
2008,uganda,Some College,202.0
2008,zimbabwe,BA or More,342.0
2008,zimbabwe,HS,97.0
2008,"eastern africa, nec/ns",BA or More,154.0
2008,"eastern africa, nec/ns",HS,75.0
2008,eritrea,HS,491.0
2008,eritrea,Less than HS,416.0
2008,eritrea,Some College,257.0
2008,cameroon,Less than HS,186.0
2008,south africa (union of),BA or More,2090.0
2008,south africa (union of),HS,209.0
2008,south africa (union of),Some College,236.0
2008,"africa, ns/nec",BA or More,1319.0
2008,"africa, ns/nec",HS,51.0
2008,"africa, ns/nec",Less than HS,186.0
2008,"africa, ns/nec",Some College,1525.0
2008,australia,BA or More,2452.0
2008,australia,HS,468.0
2008,australia,Some College,900.0
2008,new zealand,BA or More,227.0
2008,new zealand,HS,405.0
2008,new zealand,Less than HS,95.0
2008,new zealand,Some College,316.0
2008,fiji,BA or More,669.0
2008,fiji,HS,1575.0
2008,fiji,Less than HS,766.0
2008,fiji,Some College,1142.0
2008,tonga,BA or More,136.0
2008,tonga,HS,135.0
2008,micronesia,HS,241.0
2009,"samoa, 1940-1950",BA or More,154.0
2009,"samoa, 1940-1950",HS,99.0
2009,canada,BA or More,5656.0
2009,canada,HS,820.0
2009,canada,Less than HS,209.0
2009,canada,Some College,3225.0
2009,mexico,BA or More,17520.0
2009,mexico,HS,86577.0
2009,mexico,Less than HS,230500.0
2009,mexico,Some College,34788.0
2009,belize/british honduras,HS,300.0
2009,belize/british honduras,Less than HS,170.0
2009,belize/british honduras,Some College,453.0
2009,costa rica,BA or More,175.0
2009,costa rica,HS,154.0
2009,costa rica,Less than HS,64.0
2009,costa rica,Some College,77.0
2009,el salvador,BA or More,3064.0
2009,el salvador,HS,10424.0
2009,el salvador,Less than HS,21845.0
2009,el salvador,Some College,5540.0
2009,guatemala,BA or More,2069.0
2009,guatemala,HS,8652.0
2009,guatemala,Less than HS,30689.0
2009,guatemala,Some College,4312.0
2009,honduras,BA or More,197.0
2009,honduras,HS,1909.0
2009,honduras,Less than HS,7102.0
2009,honduras,Some College,1198.0
2009,nicaragua,BA or More,149.0
2009,nicaragua,HS,2800.0
2009,nicaragua,Less than HS,1455.0
2009,nicaragua,Some College,1463.0
2009,panama,Some College,371.0
2009,cuba,BA or More,845.0
2009,cuba,HS,1091.0
2009,cuba,Less than HS,159.0
2009,cuba,Some College,701.0
2009,dominican republic,Less than HS,191.0
2009,dominican republic,Some College,516.0
2009,jamaica,BA or More,102.0
2009,jamaica,HS,1066.0
2009,jamaica,Some College,175.0
2009,bahamas,BA or More,71.0
2009,st. lucia,Less than HS,73.0
2009,trinidad and tobago,BA or More,85.0
2009,trinidad and tobago,HS,132.0
2009,trinidad and tobago,Some College,88.0
2009,"caribbean, ns",Some College,237.0
2009,"west indies, ns",Some College,144.0
2009,"americas, ns",Some College,53.0
2009,argentina,BA or More,504.0
2009,argentina,Less than HS,251.0
2009,argentina,Some College,571.0
2009,bolivia,BA or More,111.0
2009,bolivia,Less than HS,251.0
2009,bolivia,Some College,230.0
2009,brazil,BA or More,2933.0
2009,brazil,HS,1626.0
2009,brazil,Less than HS,187.0
2009,brazil,Some College,2114.0
2009,chile,BA or More,278.0
2009,chile,HS,48.0
2009,colombia,BA or More,815.0
2009,colombia,HS,629.0
2009,colombia,Less than HS,437.0
2009,colombia,Some College,359.0
2009,ecuador,BA or More,397.0
2009,ecuador,HS,240.0
2009,ecuador,Less than HS,61.0
2009,ecuador,Some College,612.0
2009,guyana/british guiana,Some College,125.0
2009,paraguay,Less than HS,66.0
2009,peru,BA or More,1199.0
2009,peru,HS,1840.0
2009,peru,Less than HS,320.0
2009,peru,Some College,1638.0
2009,uruguay,Less than HS,61.0
2009,venezuela,BA or More,978.0
2009,venezuela,HS,195.0
2009,venezuela,Less than HS,190.0
2009,venezuela,Some College,236.0
2009,denmark,BA or More,332.0
2009,denmark,HS,116.0
2009,denmark,Some College,190.0
2009,finland,BA or More,388.0
2009,finland,Some College,268.0
2009,sweden,BA or More,58.0
2009,sweden,HS,293.0
2009,sweden,Some College,587.0
2009,england,BA or More,2445.0
2009,england,HS,810.0
2009,england,Some College,994.0
2009,scotland,BA or More,70.0
2009,scotland,HS,72.0
2009,scotland,Some College,68.0
2009,"united kingdom, ns",BA or More,5752.0
2009,"united kingdom, ns",HS,433.0
2009,"united kingdom, ns",Less than HS,85.0
2009,"united kingdom, ns",Some College,453.0
2009,ireland,BA or More,1019.0
2009,ireland,HS,233.0
2009,ireland,Some College,312.0
2009,belgium,BA or More,142.0
2009,belgium,Some College,261.0
2009,france,BA or More,3845.0
2009,france,HS,682.0
2009,france,Less than HS,150.0
2009,france,Some College,1115.0
2009,netherlands,BA or More,1436.0
2009,netherlands,HS,166.0
2009,netherlands,Less than HS,56.0
2009,netherlands,Some College,153.0
2009,switzerland,BA or More,637.0
2009,switzerland,HS,163.0
2009,switzerland,Some College,280.0
2009,albania,HS,208.0
2009,albania,Less than HS,89.0
2009,albania,Some College,77.0
2009,greece,BA or More,461.0
2009,italy,BA or More,749.0
2009,italy,HS,247.0
2009,italy,Less than HS,167.0
2009,italy,Some College,319.0
2009,portugal,BA or More,200.0
2009,spain,BA or More,1946.0
2009,spain,HS,261.0
2009,spain,Less than HS,67.0
2009,spain,Some College,180.0
2009,austria,BA or More,292.0
2009,austria,HS,73.0
2009,austria,Some College,228.0
2009,bulgaria,BA or More,827.0
2009,bulgaria,HS,488.0
2009,bulgaria,Some College,65.0
2009,czechoslovakia,BA or More,264.0
2009,czech republic,BA or More,72.0
2009,czech republic,HS,229.0
2009,czech republic,Some College,217.0
2009,germany,BA or More,3584.0
2009,germany,HS,994.0
2009,germany,Some College,1755.0
2009,hungary,BA or More,95.0
2009,hungary,Some College,145.0
2009,poland,BA or More,548.0
2009,poland,HS,95.0
2009,poland,Some College,545.0
2009,romania,BA or More,1176.0
2009,romania,HS,698.0
2009,romania,Some College,295.0
2009,yugoslavia,BA or More,613.0
2009,yugoslavia,Some College,134.0
2009,croatia,BA or More,103.0
2009,croatia,Some College,212.0
2009,bosnia,Less than HS,71.0
2009,latvia,BA or More,376.0
2009,latvia,Some College,126.0
2009,lithuania,BA or More,70.0
2009,lithuania,Some College,125.0
2009,other ussr/russia,BA or More,3140.0
2009,other ussr/russia,HS,820.0
2009,other ussr/russia,Less than HS,250.0
2009,other ussr/russia,Some College,1568.0
2009,byelorussia,BA or More,527.0
2009,byelorussia,HS,122.0
2009,byelorussia,Some College,190.0
2009,moldavia,BA or More,546.0
2009,moldavia,HS,947.0
2009,moldavia,Less than HS,72.0
2009,moldavia,Some College,1046.0
2009,ukraine,BA or More,2201.0
2009,ukraine,HS,86.0
2009,ukraine,Less than HS,363.0
2009,ukraine,Some College,1809.0
2009,armenia,BA or More,1613.0
2009,armenia,HS,1814.0
2009,armenia,Less than HS,571.0
2009,armenia,Some College,1542.0
2009,republic of georgia,HS,372.0
2009,republic of georgia,Some College,154.0
2009,kazakhstan,BA or More,727.0
2009,kazakhstan,Less than HS,46.0
2009,kazakhstan,Some College,175.0
2009,uzbekistan,BA or More,459.0
2009,uzbekistan,HS,406.0
2009,uzbekistan,Some College,99.0
2009,"ussr, ns",BA or More,195.0
2009,"europe, ns",Less than HS,96.0
2009,china,BA or More,19776.0
2009,china,HS,13967.0
